ID,duration,wav,spk_id
01_0_03-01-06-01-02-01-01,3.4367708333333336,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,01
01_1_03-01-04-01-02-02-01,3.370041666666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,01
01_2_03-01-08-01-02-01-01,3.536875,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,01
01_3_03-01-02-02-02-02-01,4.004,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-02-01.wav,01
01_4_03-01-03-02-01-01-01,3.6703333333333332,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,01
01_5_03-01-04-01-01-01-01,3.8371666666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,01
01_6_03-01-08-01-02-02-01,3.2699166666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,01
01_7_03-01-08-02-02-01-01,3.5035,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav,01
01_8_03-01-05-02-01-02-01,4.371041666666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,01
01_9_03-01-03-02-02-02-01,3.9372708333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,01
01_10_03-01-02-02-01-02-01,4.004,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-01-02-01.wav,01
01_11_03-01-06-01-01-01-01,3.6703333333333332,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,01
01_12_03-01-05-01-02-02-01,3.7370625,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,01
01_13_03-01-07-01-01-02-01,3.9038958333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,01
01_14_03-01-05-01-02-01-01,3.5035,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,01
01_15_03-01-07-02-01-02-01,4.104104166666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,01
01_16_03-01-01-01-02-02-01,3.1698333333333335,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-02-02-01.wav,01
01_17_03-01-04-01-01-02-01,3.5702291666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,01
01_18_03-01-07-02-02-01-01,4.037375,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav,01
01_19_03-01-02-01-01-01-01,3.5368541666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-02-01-01-01-01.wav,01
01_20_03-01-05-01-01-02-01,3.9372708333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,01
01_21_03-01-02-02-02-01-01,4.204208333333334,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-01-01.wav,01
01_22_03-01-08-02-02-02-01,3.2699375,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,01
01_23_03-01-04-01-02-01-01,3.5035,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,01
01_24_03-01-06-02-01-02-01,4.2375625,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav,01
01_25_03-01-04-02-01-01-01,3.8037916666666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,01
01_26_03-01-01-01-01-01-01,3.3032916666666665,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-01-01-01-01-01.wav,01
01_27_03-01-07-01-01-01-01,3.8705208333333334,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav,01
01_28_03-01-04-02-01-02-01,3.703708333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,01
01_29_03-01-08-01-01-01-01,3.403395833333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav,01
01_30_03-01-03-02-02-01-01,3.93725,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,01
01_31_03-01-05-01-01-01-01,3.8705416666666665,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,01
01_32_03-01-06-01-02-02-01,3.7036875,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav,01
01_33_03-01-04-02-02-01-01,3.7370833333333335,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,01
01_34_03-01-07-02-01-01-01,4.304291666666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,01
01_35_03-01-03-01-01-01-01,3.4701458333333335,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,01
01_36_03-01-05-02-02-02-01,4.437770833333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,01
01_37_03-01-06-02-02-01-01,3.970625,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav,01
01_38_03-01-05-02-01-01-01,4.104104166666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,01
01_39_03-01-08-01-01-02-01,3.2699166666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,01
01_40_03-01-03-01-01-02-01,3.470125,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,01
01_41_03-01-07-01-02-01-01,3.9038958333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,01
02_0_03-01-05-02-01-02-02,4.004,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav,02
02_1_03-01-05-01-02-02-02,3.8037916666666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav,02
02_2_03-01-01-01-01-01-02,3.6369583333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,02
02_3_03-01-07-02-01-02-02,4.137458333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-02-02.wav,02
02_4_03-01-08-02-02-01-02,3.7370833333333335,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-01-02.wav,02
02_5_03-01-03-02-01-01-02,3.703708333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav,02
02_6_03-01-07-02-01-01-02,4.137458333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-01-02.wav,02
02_7_03-01-06-02-02-02-02,3.6036041666666665,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-02-02.wav,02
02_8_03-01-03-02-02-02-02,3.8705208333333334,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav,02
02_9_03-01-05-02-02-02-02,4.004,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav,02
02_10_03-01-05-01-02-01-02,3.7704166666666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav,02
02_11_03-01-02-02-02-02-02,4.104104166666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav,02
02_12_03-01-02-02-01-02-02,4.037375,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav,02
02_13_03-01-01-01-02-02-02,3.6035833333333334,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,02
02_14_03-01-07-01-02-01-02,3.8705416666666665,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-01-02.wav,02
02_15_03-01-04-02-02-02-02,3.6703333333333332,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav,02
02_16_03-01-05-01-01-01-02,3.6703333333333332,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav,02
02_17_03-01-04-02-01-02-02,3.7704166666666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav,02
02_18_03-01-04-02-02-01-02,3.7036875,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,02
02_19_03-01-06-01-01-02-02,3.7370625,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav,02
02_20_03-01-01-01-01-02-02,3.6036041666666665,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,02
02_21_03-01-05-02-01-01-02,3.9039166666666665,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav,02
02_22_03-01-04-01-01-02-02,3.7704375,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,02
02_23_03-01-02-01-02-02-02,3.970625,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav,02
02_24_03-01-05-02-02-01-02,4.004,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav,02
02_25_03-01-08-02-02-02-02,3.8038125,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-02-02-02.wav,02
02_26_03-01-04-01-01-01-02,3.8371666666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav,02
02_27_03-01-02-02-01-01-02,4.137479166666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav,02
02_28_03-01-08-01-01-01-02,3.5368541666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-01-02.wav,02
02_29_03-01-07-01-01-01-02,3.6703333333333332,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav,02
02_30_03-01-07-02-02-02-02,4.037375,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav,02
02_31_03-01-03-01-02-02-02,3.7370833333333335,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,02
02_32_03-01-06-01-02-01-02,3.6703333333333332,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-01-02.wav,02
02_33_03-01-07-02-02-01-02,4.004,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-01-02.wav,02
02_34_03-01-06-02-01-02-02,3.636979166666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav,02
02_35_03-01-03-01-01-02-02,3.7036875,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,02
02_36_03-01-04-01-02-01-02,3.7370625,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,02
02_37_03-01-08-02-01-02-02,3.7704375,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-02-02.wav,02
02_38_03-01-02-02-02-01-02,4.104104166666667,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav,02
02_39_03-01-08-01-02-01-02,3.6036041666666665,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-01-02.wav,02
02_40_03-01-05-01-01-02-02,3.6703333333333332,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav,02
02_41_03-01-03-02-01-02-02,3.6703333333333332,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav,02
03_0_03-01-06-02-02-02-03,3.4367708333333336,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-02-02-03.wav,03
03_1_03-01-08-02-01-02-03,3.6036041666666665,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_03/03-01-08-02-01-02-03.wav,03
03_2_03-01-03-02-02-01-03,4.137458333333333,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-01-03.wav,03
03_3_03-01-08-01-02-02-03,3.5702291666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_03/03-01-08-01-02-02-03.wav,03
03_4_03-01-02-01-02-01-03,3.8371666666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-02-01-03.wav,03
03_5_03-01-03-02-02-02-03,3.8371666666666666,/home/caryzxy/datasets/Audio_Speech_Actors_01-24/Actor_03/03-01-03-02-02-02-03.wav,03
